HVD;ZMKD;Khovd Airport;47.9613888889, 91.6258333333
SKZ;OPSK;Sukkur Airport;27.7219444444, 68.7916666667
PAJ;OPPC;Parachinar Airport;33.9027777778, 70.0713888889
UKS;UKFB;Sevastopol International Airport;44.6833333333, 33.5833333333
GIL;OPGT;Gilgit Airport;35.9186111111, 74.3336111111
URS;UUOK;Kursk Vostochny Airport;51.7516666667, 36.2966666667
;;Invermere Airport;50.5167, -116
;;Imeson Field;30.42, -81.64
;VEVZ;INS Dega;17.72111111, 83.22444444
AFK;KAFK;Nebraska City Municipal Airport;40.6055555556, -95.8677777778
NID;KNID;Naval Air Weapons Station China Lake;35.6855555556, -117.691944444
NLG;PAOU;Nelson Lagoon Airport;56.0075, -161.16027778
INQ;EIIR;Inisheer Aerodrome;53.06444444, -9.51111111
NVJ;MMNV;Navojoa Airport;26.9902777778, -109.416111111
;GMAA;Inezgane Airport;30.38111111, -9.54611111
;;INS Parundu;9.323786, 78.972819
UTO;PAIM;Indian Mountain LRRS Airport;65.9928, -153.704
;;Isbell Field;34.4736, -85.7214
IOW;KIOW;Iowa City Municipal Airport;41.6392, -91.5465
INF;KINF;Inverness Airport (Florida);28.8036, -82.3183
UMP;KUMP;Indianapolis Metropolitan Airport;39.9352777778, -86.045
;KNRA;Naval Outlying Field Coupeville;48.1833, -122.633
;;NDA Gliderdrome;18.47277778, 73.77972222
MQJ;KMQJ;Indianapolis Regional Airport;39.8436111111, -85.8969444444
VCB;KVCB;Nut Tree Airport;38.3778, -121.962
ADK;PADK;Naval Air Facility Adak;51.8781, -176.646
;;Isla Natividad Airstrip;27.8577777778, -115.165
TYQ;KTYQ;Indianapolis Executive Airport;40.0305555556, -86.2513888889
NYE;HKNI;Nyeri Airport;-0.37138889, 36.98138889
;;Inspiration Airport;44.6225, -122.752222222
;;Naval Air Station Glynco;31.2588083333, -81.4664972222
IPE;RPMV;Ipil Airport;7.78613888889, 122.601138889
;DGLN;Navrongo Airport;10.9427777778, -1.08722222222
YIV;CYIV;Island Lake Airport;53.8572222222, -94.6536111111
NDL;FEFN;N'Délé Airport;8.43, 20.6344444444
IMI;;Ine Airport;7.01666667, 171.48333333
INH;FQIN;Inhambane Airport;-23.8764305556, 35.4085444444
RMU;LEMI;Región de Murcia International Airport;37.790325, -1.14183056
NZC;KNZC;Naval Air Station Cecil Field;30.2186111111, -81.8766666667
NUI;PAQT;Nuiqsut Airport;70.21, -151.006
;;Indian Creek USFS Airport;44.7611, -115.107
NFE;KNFE;Naval Auxiliary Landing Field Fentress;36.6919, -76.1344
INO;FZBA;Inongo Airport;-1.94722222222, 18.2858333333
NEC;SAZO;Necochea Airport;-38.48305556, -58.81722222
;;Naval Air Station Wildwood;39.0086, -74.9083
NUU;KNUU;Naval Air Station Olathe;38.8308333333, -94.8902777778
;PHJR;Naval Air Station Barbers Point;21.3072222222, -158.070277778
IDI;KIDI;Indiana County–Jimmy Stewart Airport;40.6322222222, -79.1055555556
;;Navi Mumbai International Airport;18.9846777778, 73.0791138889
;;Nouna Airport;12.75, -3.867
;RJTJ;Iruma Air Base;35.8419444444, 139.410555556
IYK;KIYK;Inyokern Airport;35.6586111111, -117.829444444
;RJFN;Nyutabaru Air Base;32.0836111111, 131.451388889
NUP;;Nunapitchuk Airport;60.9058333333, -162.439166667
;KNQX;Naval Air Station Key West;24.5758333333, -81.6888888889
NUL;PANU;Nulato Airport;64.7294444444, -158.074166667
GUM;PGUM;Naval Air Station Agana;13.4838888889, 144.797222222
AXV;KAXV;Neil Armstrong Airport;40.4936, -84.2981
MXI;RPMQ;Mati Airport;6.95027777778, 126.2725
;;Nebbi Airport;2.51361, 31.1325
;VOAR;INS Rajali;13.0711111111, 79.6911111111
;;Indianola Municipal Airport;33.4858, -90.6789
;;Indianapolis Downtown Heliport;39.765876, -86.148875
;;Iron Crown Airport;44.9417888889, -122.762588889
EOS;KEOS;Neosho Hugh Robinson Airport;36.8108333333, -94.3916666667
;MDIG;Ingenio Quisqueya Field;, 
;;Indian Lake Airport;40.0555555556, -78.8461111111
IIB;KIIB;Independence Municipal Airport (Iowa);42.4569, -91.9478
NLC;;Naval Air Station Lemoore;36.3330555556, -119.951944444
;HKIS;Isiolo Airport;0.34361, 37.587778
;;Ishasha Airport;, 
;;Independence State Airport;44.8669444444, -123.198333333
NFD;KNFD;Naval Outlying Field Summerdale;30.5077777778, -87.6455555556
EED;KEED;Needles Airport;34.7663888889, -114.623333333
;;Naval Air Station Oakland;37.7213888889, -122.220833333
;;Naval Air Station Houma;29.5663888889, -90.6605555556
;;Nelson Ranch Airport;45.1095611111, -121.223672222
NOG;KNOG;Naval Auxiliary Landing Field Orange Grove;27.9011111111, -98.0516666667
;KNRQ;Naval Outlying Field Spencer;30.625, -87.14
FWH;KNFW;Naval Air Station Joint Reserve Base Fort Worth;32.7691666667, -97.4416666667
;;Independence Airport;36.8138211111, -118.205094444
;;Inshallah International Airport;44.0904277778, -119.289680556
;;Naval Air Station Squantum;42.2963888889, -71.0311111111
;;Ironhead Airport;33.3316666667, -97.2302777778
NRJ;KNRJ;Naval Air Station Sanford;28.7777777778, -81.2375
CTK;KCTK;Ingersoll Airport;40.5692, -90.0747
;;Nehalem Bay State Airport;45.6981616667, -123.929855556
IDP;KIDP;Independence Municipal Airport (Kansas);37.1583, -95.7783
NJK;;Naval Air Facility El Centro;32.8291666667, -115.671666667
;;Nekweaga Bay Airport;57.7425, -103.945
;;Neilburg Airport;52.8314, -109.64
ZNL;CZNL;Nelson Airport (British Columbia);49.4942, -117.301
;;Imperial Airport;51.35, -105.4
;;Neepawa Airport;50.2325, -99.51
;;Iroquois Airport;44.8333, -75.3167
YEV;CYEV;Inuvik (Mike Zubko) Airport;68.3039, -133.483
YPH;CYPH;Inukjuak Airport;58.4719444444, -78.0769444444
EMN;GQNI;Néma Airport;16.6219444444, -7.31638888889
IOR;EIIM;Inishmore Aerodrome;53.1069444444, -9.65388888889
IIA;EIMN;Inishmaan Aerodrome;53.09194444, -9.57
;HRYN;Nemba Airport;-2.33, 30.2
IPA;NVVI;Ipota Airport;-18.8563888889, 169.283333333
YNS;CYHH;Nemiscau Airport;51.6911111111, -76.1355555556
IPL;KIPL;Imperial County Airport;32.8341666667, -115.578611111
IBL;;Indigo Bay Lodge Airport;-21.7072222222, 35.4522222222
NJA;RJTA;Naval Air Facility Atsugi;35.4547222222, 139.45
IOA;LGIO;Ioannina National Airport;39.6963888889, 20.8225
IGA;MYIG;Inagua Airport;20.975, -73.6669444444
IPW;EGSE;Ipswich Airport;52.0308333333, 1.19472222222
NYT;VYNT;Naypyidaw Airport;19.6191305556, 96.1999388889
ENN;PANN;Nenana Municipal Airport;64.5472222222, -149.073888889
ZNC;;Nyac Airport;60.9806, -159.994
;CYNN;Nejanilini Lake Airport;59.4875, -97.7802777778
;;Indus/Winters Aire Park Airport;50.9028, -113.796
;;Ingenika Airport;56.7906, -124.897
;;Nueltin Lake Airport;59.7080555556, -100.127222222
;;Isla San Marcos Airstrip;27.1875, -112.07
;KNSI;Naval Outlying Field San Nicolas Island;33.2397222222, -119.458055556
NNX;WRLF;Nunukan Airport;4.13666666667, 117.666944444
;;Ionia County Airport;42.9378, -85.0606
NIP;KNIP;Naval Air Station Jacksonville;30.2358333333, -81.6805555556
;KNUC;Naval Auxiliary Landing Field San Clemente Island;33.0227777778, -118.588611111
NHX;KNBJ;Naval Outlying Field Barin;30.3892, -87.6353
NGS;KNGS;Naval Outlying Field Santa Rosa;30.6108333333, -86.94
;EENI;Nurmsi Airfield;58.8615972222, 25.7350027778
NBG;KNBG;Naval Air Station Joint Reserve Base New Orleans;29.8252777778, -90.035
;;Nazran Airport;43.205, 44.6066666667
GXG;FNNG;Negage Airport;-7.75430555556, 15.2875555556
IRD;VGIS;Ishwardi Airport;24.1531972222, 89.0486222222
NFL;KNFL;Naval Air Station Fallon;39.425, -118.703
;;Inuvik/Shell Lake Water Aerodrome;68.3166666667, -133.616666667
TJV;VOTJ;Thanjavur Air Force Station;10.7222222222, 79.1013888889
IMM;KIMM;Immokalee Regional Airport;26.4325, -81.4027777778
GZO;AGGN;Nusatupe Airport;-8.09861111111, 156.864166667
;;Isfara Airport;40.1216666667, 70.6652777778
;;Innisfail Aerodrome;52.0786, -114.027
NCP;RPMB;Naval Air Station Cubi Point;14.79445, 120.271363889
INZ;DAUI;In Salah Airport;27.2505277778, 2.51141666667
;EPNT;Nowy Targ Airport;49.4625, 20.0502777778
;;Iroquois Falls Airport;48.7417, -80.7933
;EHDL;Deelen Air Base;52.060278, 5.8725
KMC;OEKK;Hafar Al-Batin Domestic Airport;27.9008333333, 45.5280555556
CNP;BGCO;Nerlerit Inaat Airport;70.743333, -22.648611
;OEHR;Haradh Airport;24.102, 49.2221
GAQ;GAGO;Gao International Airport;16.2483333333, 0.00555555555556
VYS;KVYS;Illinois Valley Regional Airport;41.3519, -89.1531
;EFII;Iisalmi Airfield;63.63194444, 27.12222222
;GMFI;Ifrane Airport;33.50528, -5.15278
HUD;;Humboldt Municipal Airport (Iowa);42.7361, -94.2453
IBP;SPBR;Iberia Airport;-11.41166667, -69.48888889
;;Huntsville (North) Water Aerodrome;45.3314, -79.2581
HYG;PAHY;Hydaburg Seaplane Base;55.2063888889, -132.828333333
WHD;;Hyder Seaplane Base;55.9033333333, -130.006666667
IGG;PAIG;Igiugig Airport;59.3242, -155.902
;;Huntsville Water Aerodrome;45.3172, -79.2578
;;Humboldt Airport;52.1767, -105.134
ZUC;CZUC;Ignace Municipal Airport;49.4297, -91.7178
;;Île aux Coudres Airport;47.3894444444, -70.3844444444
;;Huntsville/Bella Lake Water Aerodrome;45.4528, -79.0256
BGD;KBGD;Hutchinson County Airport;35.7008, -101.394
;;IIT Kanpur Airport;26.83333333, 80.41666667
HCD;KHCD;Hutchinson Municipal Airport (Minnesota);44.86, -94.3825
;;Hyampom Airport;40.6255555556, -123.468611111
IDH;KGIC;Idaho County Airport;45.9425, -116.123
;;Humphreys County Airport;36.1166666667, -87.7380555556
;;Huntsville Municipal Airport (Arkansas);36.0783, -93.7547
;;Ichon Northeast Airport;38.67411111, 126.92397222
IDF;FZCB;Idiofa Airport;-5, 19.6
;;Hyesan Airfield;41.37805556, 128.20513889
;;Hyde County Airport;35.5622222222, -75.9555555556
HTV;KUTS;Huntsville Regional Airport;30.7469, -95.5872
;;Hummel Field;37.6025, -76.4467
;;Hwangsuwon Airport;40.68177778, 128.15
;NZIR;Ice Runway;-77.8538888889, 166.468611111
HUC;;Humacao Airport;18.1380555556, -65.8008333333
PFR;FZVS;Ilebo Airport;-4.33, 20.6058333333
HSL;PAHL;Huslia Airport;65.6977777778, -156.351388889
;KHHG;Huntington Municipal Airport (Indiana);40.8531, -85.4569
HWN;FVWN;Hwange National Park Airport;-18.63, 27.0211111111
;;Illinois Valley Airport;42.104444, -123.68
;;Rihyon Airport;38.13008333, 125.84883333
;KBAX;Huron County Memorial Airport;43.7802777778, -82.9855555556
;;Hyon Ni Airport;38.6135, 127.45175
IHU;;Ihu Airport;-7.90016667, 145.40016667
HON;KHON;Huron Regional Airport;44.3852777778, -98.2286111111
ILQ;SPLO;Ilo Airport;-17.695, -71.3438888889
;;Hunsdon Airfield;51.8072222222, 0.0711111111111
;RPUI;Iba Airport;15.3259694444, 119.968461111
;;Humboldt Municipal Airport (Tennessee);35.8022, -88.875
;;Huntington Municipal Airport (Utah);39.3611, -110.917
SVN;KSVN;Hunter Army Airfield;32.01, -81.14555556
HUW;SWHT;Humaitá Airport;-7.53361111, -63.05055556
HUZ;ZGHZ;Huizhou Airport;23.04833333, 114.60027778
IDA;KIDA;Idaho Falls Regional Airport;43.5136, -112.071
ICY;;Icy Bay Airport;59.9689, -141.662
ILI;PAIL;Iliamna Airport;59.7539, -154.911
JAV;BGJN;Ilulissat Airport;69.2433333333, -51.0572222222
YGT;CYGT;Igloolik Airport;69.3647222222, -81.8163888889
ILO;RPVI;Iloilo International Airport;10.8325, 122.493055556
ILF;CZBD;Ilford Airport;56.0517, -95.6181
YGR;CYGR;Îles-de-la-Madeleine Airport;47.425, -61.7780555556
;;Isle-aux-Grues Airport;47.0722222222, -70.5333333333
;;Île-à-la-Crosse Airport;55.4897222222, -107.930833333
;;Hyvinkää Airfield;60.65444444, 24.88111111
ILR;DNIL;Ilorin International Airport;8.44055555556, 4.49444444444
;DRZI;Iferouane Airport;19.067, 8.367
CMW;MUCM;Ignacio Agramonte International Airport;21.4202777778, -77.8475
;;Ignace Water Aerodrome;49.4167, -91.6667
JIK;LGIK;Ikaria Island National Airport;37.6827166667, 26.3470611111
HDD;OPKD;Hyderabad Airport (Sindh);25.31833333, 68.36666667
;PKRO;Freeflight International Airport (Marshall Islands);9.39694444444, 167.470833333
SSC;KSSC;Shaw Air Force Base;33.9731, -80.4728
HIF;KHIF;Hill Air Force Base;41.1239, -111.973
NOA;YSNW;HMAS Albatross (air station);-34.9489, 150.537
;;Hanzhong Chenggu Airport;33.13666667, 107.20222222
QJB;OEJB;Jubail Airport;27.0389, 49.405
DHM;VIGG;Gaggal Airport;32.165, 76.26333
;;Holiday Airport;44.5698444444, -123.170652778
;;Houston County Airport (Tennessee);36.3167, -87.9167
HUL;KHUL;Houlton International Airport;46.1230555556, -67.7919444444
HYL;;Hollis Seaplane Base;55.4906, -132.624
;;Hongyuan Airport;, 
;;Horizon Airport (El Paso, Texas);31.7197, -106.237
;;Honey Acres Airport;42.0778, -83.9861
;;Holtville Airport;32.845, -115.26861111
;;Houston Municipal Airport;33.8916666667, -89.0236111111
HDO;KHDO;South Texas Regional Airport at Hondo;29.3591666667, -99.1775
;;Hubbard Landing Seaplane Base;31.0636, -87.87
HIA;ZSSH;Huai'an Lianshui Airport;33.77722222, 119.14777778
;;Hoover Field;38.87, -77.05
;EDRH;Hoppstädten-Weiersbach Airfield;49.61055556, 7.18527778
;;Hope Airport (Alaska);60.9042, -149.624
;;Hoopa Airport;41.0427777778, -123.668333333
;;Hope Municipal Airport;33.72, -93.6589
;;Hopedale Industrial Park Airport;42.1064858333, -71.5100888889
;HKHB;Homa Bay Airport;-0.591668, 34.48
;;Hoskins Field (Washington);46.9925, -122.828
CMX;KCMX;Houghton County Memorial Airport;47.1683333333, -88.4891666667
HLI;KCVH;Hollister Municipal Airport;36.8933333333, -121.410277778
HSR;KHSR;Hot Springs Municipal Airport;43.3683, -103.388
HOE;KHOE;Homerville Airport;31.0558, -82.7742
;;Houston Fort Bend Airport;29.505, -95.9
BUX;FZKA;Bunia Airport;1.56583333333, 30.2208333333
;YSHW;Holsworthy Barracks;-33.995, 150.951666667
HPB;PAHP;Hooper Bay Airport;61.5238888889, -166.146666667
;LKHR;Hradčany Airport;50.6205555556, 14.7380555556
;;Hollin Airport;45.0540086111, -122.907038889
;;Holiday Sky Ranch Airport;43.39345, -123.285352778
HID;YHID;Horn Island Airport;-10.5863888889, 142.29
TME;KTME;Houston Executive Airport;29.805, -95.8977777778
;;Homestead General Aviation Airport;25.5005555556, -80.5555555556
HVC;KHVC;Hopkinsville-Christian County Airport;36.8569444444, -87.455
SPX;KSPX;Houston Gulf Airport;29.5083333333, -95.0513888889
HCR;PAHC;Holy Cross Airport;62.1883333333, -159.775
;;Horizon Airport (San Antonio);29.2836, -98.5003
DKR;KDKR;Houston County Airport (Texas);31.3069, -95.4039
;;Hualapai Airport;35.5722222222, -113.2925
;;Hot Springs Airport;47.6125, -114.613
;;Hoonah Seaplane Base;58.11222222, -135.45166667
;;Hooker Municipal Airport;36.8571, -101.227
;;Honald Ranch Airport;45.5903972222, -121.214238889
IGX;KIGX;Horace Williams Airport;35.935, -79.0658333333
HKN;AYHK;Hoskins Airport;-5.46216944444, 150.404944444
YNH;CYNH;Hudson's Hope Airport;56.0355555556, -121.975833333
;;Houston Aerodrome;54.4333, -126.783
YHB;CYHB;Hudson Bay Airport;52.8183, -102.311
;;Hoopers Lake Water Aerodrome;43.9539, -65.9908
YHN;CYHN;Hornepayne Municipal Airport;49.1931, -84.7589
;;Holland Landing Airpark;44.0894, -79.495
;;Hornepayne Water Aerodrome;49.1833, -84.8833
;;Homewood Airport;49.5091666667, -97.8505555556
YHO;CYHO;Hopedale Airport;55.4488888889, -60.2280555556
;;Hudson Water Aerodrome;50.1, -92.1667
;EGNA;Hucknall Aerodrome;53.0144444444, -1.21833333333
;;Holbrook Municipal Airport;34.9408, -110.138
HBX;VOHB;Hubli Airport;15.3616666667, 75.0847222222
HNH;PAOH;Hoonah Airport;58.0961111111, -135.409722222
HUS;PAHU;Hughes Airport (Alaska);66.0392, -154.265
HOA;HKHO;Hola Airport;-1.52, 40.00389
MRO;NZMS;Hood Aerodrome;-40.975, 175.633333333
AXH;KAXH;Houston Southwest Airport;29.5061111111, -95.4769444444
;;Huatugou Airport;, 
;;Hosur Aerodrome;12.66111111, 77.76694444
HQG;KHQG;Hugoton Municipal Airport;37.1630555556, -101.370555556
CHU;KCHU;Houston County Airport (Minnesota);43.5964, -91.5039
HUM;KHUM;Houma–Terrebonne Airport;29.56638889, -90.66055556
;;Hope Bay Aerodrome;68.1638888889, -106.614444444
PAS;LGPA;Paros National Airport;37.0112, 25.128
LSF;KLSF;Lawson Army Airfield;32.3372222222, -84.9913888889
;;Smirnykh (air base);49.73833333, 142.86
VAO;AGGV;Suavanao Airport;-7.58583333333, 158.731388889
XYA;AGGY;Yandina Airport;-9.09277777778, 159.218888889
LHW;ZLLL;Lanzhou Zhongchuan Airport;36.5075, 103.619444444
JHG;ZPJH;Xishuangbanna Gasa Airport;21.9739138889, 100.759611111
SWA;ZGOW;Shantou Waisha Airport;23.425, 116.760277778
HFE;ZSOF;Hefei Luogang International Airport;31.78, 117.298333333
UEO;ROKJ;Kumejima Airport;26.3636111111, 126.713888889
CNL;EKSN;Sindal Airport;57.5047, 10.2266
KUA;WMKD;Sultan Haji Ahmad Shah Airport;3.775175, 103.208572222
AOR;WMKA;Sultan Abdul Halim Airport;6.18944444444, 100.398055556
RYK;OPRK;Shaikh Zayed International Airport (Rahim Yar Khan);28.38388889, 70.27972222
HET;ZBHH;Hohhot Baita International Airport;40.8514222222, 111.824102778
NNG;ZGNN;Nanning Wuxu International Airport;22.6082666667, 108.172441667
IPH;WMKI;Sultan Azlan Shah Airport;4.56777777778, 101.091944444
JHB;WMKJ;Senai International Airport;1.64111111111, 103.669444444
HVN;KHVN;Tweed New Haven Airport;41.2638888889, -72.8866666667
VNT;EVVA;Ventspils International Airport;57.3577777778, 21.5441666667
KWE;ZUGY;Guiyang Longdongbao International Airport;26.5386111111, 106.800833333
NGB;ZSNB;Ningbo Lishe International Airport;29.8266666667, 121.461944444
EUG;KEUG;Eugene Airport;44.1230555556, -123.218611111
CBG;EGSC;Cambridge Airport;52.205, 0.175
XMH;NTGI;Manihi Airport;-14.4375, -146.070833333
TGZ;MMTG;Ángel Albino Corzo International Airport;16.5636111111, -93.0225
WXN;ZUWX;Wanzhou Wuqiao Airport;30.7977777778, 108.431388889
FUG;ZSFY;Fuyang Xiguan Airport;32.88194444, 115.73444444
NDG;ZYQQ;Qiqihar Sanjiazi Airport;47.2397222222, 123.918055556
SBW;WBGS;Sibu Airport;2.26138888889, 111.985277778
LBU;WBKL;Labuan Airport;5.30055555556, 115.25
RFA;FEGR;Rafaï Airport;4.98333333333, 23.9166666667
YXD;CYXD;Edmonton City Centre (Blatchford Field) Airport;53.5719, -113.519
;WBAK;Anduki Airfield;4.63666666667, 114.381111111
QRA;FAGM;Rand Airport;-26.2425, 28.1511111111
LMN;WBGJ;Limbang Airport;4.80805555556, 115.010277778
INC;ZLIC;Yinchuan Hedong International Airport;38.3216666667, 106.3925
;;Andøya Air Station;69.2925, 16.1441666667
SVG;ENZV;Sola Air Station;58.8766666667, 5.63777777778
OLA;ENOL;Ørland Main Air Station;63.6989083333, 9.60400277778
;WMAP;Kluang Airport;2.04166666667, 103.306666667
PGP;FPPA;Porto Alegre Airport;0.0333333333333, 6.51666666667
HPA;NFTL;Lifuka Island Airport;-19.7766666667, -174.341111111
GOQ;ZLGM;Golmud Airport;36.4006111111, 94.7861111111
LYI;ZSLY;Linyi Shubuling Airport;35.0461111111, 118.411666667
;MGSJ;San José Airport;13.9361111111, -90.8358333333
;RJNF;Fukui Airport;36.14277778, 136.22388889
KJP;ROKR;Kerama Airport;26.1683333333, 127.293333333
HIW;RJBH;Hiroshima-Nishi Airport;34.3669444444, 132.413888889
;;Camden Municipal Airport;31.9797, -87.3392
;;Campbell Airport;42.3247222222, -88.0741666667
;;Garberville Airport;40.0861111111, -123.813611111
GZI;OAGN;Ghazni Airport;33.5308, 68.4123
EAU;KEAU;Chippewa Valley Regional Airport;44.8658333333, -91.4841666667
;OPMR;PAF Base Masroor;24.8936111111, 66.9388888889
FCA;KGPI;Glacier Park International Airport;48.3105555556, -114.256111111
;;Hinton–Alderson Airport;37.6794, -80.7103
CVM;MMCV;General Pedro J. Méndez International Airport;23.7038888889, -98.9563888889
;;Chowchilla Airport;37.1125, -120.246944444
;;Frontier Airport;49.1667, -108.567
;;Camrose Airport;53.0397, -112.816
;;Garden River Airport;58.7139, -113.876
;EBHN;Hoevenen Airfield;51.30527778, 4.39055556
LUR;PALU;Cape Lisburne LRRS Airport;68.875, -166.111
GDM;KGDM;Gardner Municipal Airport (Massachusetts);42.55, -72.0161
GNV;KGNV;Gainesville Regional Airport;29.69, -82.2716666667
;;Clackamas Heights Airport;45.3713888889, -122.554166667
;;George Felt Airport;43.2248377778, -123.397027778
;;Goering Ranches Airport;44.0973444444, -120.947241667
;;Hiram Cure Airfield;42.77, -84.965
CAJ;SVCN;Canaima Airport;6.23194444, -62.85416667
FFT;KFFT;Capital City Airport (Kentucky);38.1819, -84.9061
;PACS;Cape Sarichef Airport;54.5825, -164.914
;PAAN;Gold King Creek Airport;64.1981, -147.929
;;Chiltern Park Aerodrome;51.5528, -1.10056
;;Canandaigua Airport;42.9072, -77.3216
;;Gamal Abdul El Nasser Air Base;31.90950556, 23.90950556
;;Ghazipur Airport;25.61777778, 83.56611111
CDS;KCDS;Childress Municipal Airport;34.4338888889, -100.288055556
;;Gardner Lake Airport;41.5080555556, -72.2436111111
HIO;KHIO;Hillsboro Airport;45.5403938889, -122.949825
GLR;KGLR;Gaylord Regional Airport;45.0130555556, -84.7033333333
;;Gila Bend Municipal Airport;32.9603, -112.674
GLF;MRGF;Golfito Airport;8.65, -83.1833333333
;;Laguindingan Airport;8.6125, 124.457222222
IWD;KIWD;Gogebic-Iron County Airport;46.5275, -90.1313888889
HBR;KHBR;Hobart Regional Airport;34.9913888889, -99.0513888889
JAU;KJAU;Campbell County Airport (Tennessee);36.3342, -84.1631
;;Churchbridge Airport;50.0167, -101.817
;;Chutes-des-Passes/Lac Margane Water Aerodrome;49.945, -71.1361111111
CJH;;Chilko Lake (Tsylos Park Lodge) Aerodrome;51.6261, -124.142
YGM;CYGM;Gimli Industrial Park Airport;50.6280555556, -97.0433333333
;;Highgate Airport;42.5544, -81.8031
;;Church Lake Water Aerodrome;44.5594, -64.6122
;;Christina Basin Airport;55.59, -111.823
;;Gananoque Airport;44.4019, -76.2442
LZC;;Campo de Lorenzo Skypark;30.4894444444, -115.977777778
;;Gardner Airport (Pennsylvania);40.5567, -75.6433
FYN;ZWFY;Fuyun Airport;46.80111111, 89.53833333
;;Gananoque Water Aerodrome;44.325, -76.1569
EHM;PAEH;Cape Newenham LRRS Airport;58.6464, -162.063
;EGEG;Glasgow City Heliport;55.8613888889, -4.29694444444
CHU;PACH;Chuathbaluk Airport;61.5791666667, -159.215555556
;;High Level/Footner Lake Water Aerodrome;58.6167, -117.183
GTY;;Gettysburg Regional Airport;39.8408333333, -77.2741666667
;;Hilltop Airport;43.3220888889, -123.17665
;;Claresholm Industrial Airport;50.0047, -113.63
YGK;CYGK;Kingston/Norman Rogers Airport;44.2252777778, -76.5969444444
;;Hobart Sky Ranch Airport;41.5541666667, -87.2625
MMC;MMDM;Ciudad Mante National Airport;22.74027778, -99.01805556
;KCNH;Claremont Municipal Airport;43.3705555556, -72.3686111111
GMI;AYGT;Gasmata Airport;-6.275, 150.333333333
STF;KSTF;George M. Bryan Airport;33.4330555556, -88.8486111111
;HKGT;Garba Tula Airport;0.52, 38.515555
;;Chorman Airport;38.8494, -75.6128
RCE;KRCE;Clarence E. Page Municipal Airport;35.4881, -97.8236
IGL;LTBL;Çiğli Air Base;38.5127777778, 27.01
PAL;SKPQ;Captain Germán Olano Moreno Air Base;5.48361111, -74.65722222
CIU;KCIU;Chippewa County International Airport;46.2508333333, -84.4725
CNO;KCNO;Chino Airport;33.9747222222, -117.636666667
;;Gilbert Field;43.45, -89.25
;;Fulton County Airport (New York);42.9983, -74.3294
;NZGA;Galatea Aerodrome;-38.4086111111, 176.741944444
;ESKA;Gimo Air Base;60.12972222, 18.09722222
CDK;KCDK;George T. Lewis Airport;29.1341666667, -83.0505555556
GEE;YGTO;George Town Aerodrome;-41.08, 146.84
GLE;KGLE;Gainesville Municipal Airport;33.6513888889, -97.1969444444
;;Geelong Airport;-38.2252777778, 144.333055556
;;Hillsboro Municipal Airport (North Dakota);47.3594, -97.0603
;;Gardiner Airport;45.05, -110.746666667
;;Furnace Creek Airport;36.4638888889, -116.881388889
;;Chinook Ultralight Airpark;, 
GBG;KGBG;Galesburg Municipal Airport;40.9380555556, -90.4311111111
CGC;;Cape Gloucester Airport;-5.45916666667, 148.4325
;;Camp Edwards Heliport;41.6714, -70.5647
GCC;KGCC;Gillette–Campbell County Airport;44.3488888889, -105.539444444
;;Chiktong Airport;38.72877778, 126.67894444
;;Gilmour Ag Air Airport;44.7554, -123.047038889
;;Cielito Lindo Airstrip;30.4097222222, -115.920833333
HVB;YHBA;Hervey Bay Airport;-25.3188888889, 152.880277778
CZF;PACZ;Cape Romanzof LRRS Airport;61.7819, -166.037
GLW;KGLW;Glasgow Municipal Airport;37.0316666667, -85.9538888889
WWD;KWWD;Cape May Airport;39.0086, -74.9083
;;Hilliard Airpark;30.6863305556, -81.9056861111
;;Campbell Field Airport;37.4583, -75.8789
;;Hoeyang Southeast Airport;38.65819444, 127.65013889
;;General DeWitt Spain Airport;35.2006944444, -90.0539722222
;;Camden County Airport;39.7784205556, -74.9478027778
;;Georgetown-Scott County Airport;38.2344444444, -84.4347222222
;;Galveston Airport;40.5841666667, -86.2569444444
;;Hillside Airport;38.8211111111, -94.6094444444
;;Hicks Airfield;32.9122222222, -97.4011111111
;MYEG;George Town Airport;23.46666667, -75.78166667
;;Gardner Airport (Montana);45.2672, -104.857
;KGTU;Georgetown Municipal Airport;30.6788, -97.6794
;;Gbenko Airport;9.24603055556, -9.29513888889
;;Chipman Airport (New Brunswick);46.1486, -65.9042
;;Chipman Airport (Alberta);53.7167, -112.633
GBM;;Garbaharey Airport;3.32277778, 42.21305556
ISK;VANR;Gandhinagar Airport;19.9636111111, 73.8075
;;Hinton/Jasper-Hinton Airport;53.3192, -117.753
BDQ;VABO;Civil Airport Harni;22.3293, 73.2161
DGO;MMDO;General Guadalupe Victoria International Airport;24.1241666667, -104.527777778
TAM;MMTM;General Francisco Javier Mina International Airport;22.2963888889, -97.8658333333
;MULB;Ciudad Libertad Airport;23.0938888889, -82.4380555556
GET;YGEL;Geraldton Airport;-28.7961111111, 114.7075
MAY;MYAB;Clarence A. Bain Airport;24.2877777778, -77.6847222222
CIS;PCIS;Canton Island Airport;-2.769167, -171.705278
;;Chiriaco Summit Airport;33.665, -115.71
AXQ;KAXQ;Clarion County Airport;41.225, -79.4422
;;Cannon Field;29.2161, -98.5494
;;Campo Cuatro Milpas Airport;25.6522222222, -108.538055556
ISZ;KISZ;Cincinnati–Blue Ash Airport;39.2466666667, -84.3888888889
